ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-05-15,943238.2921108737,832638.2362998145,882536.699146285,942446.4731812694,943973.3176582307,-85794.49536276524,-85794.49536276524,-85794.49536276524,-85794.49536276524,-85794.49536276524,-85794.49536276524,0.0,0.0,0.0,857443.7967481085
2018-05-16,943367.8753298975,833418.543849588,883153.3067560098,942567.9649599266,944109.7625245309,-84927.80340451309,-84927.80340451309,-84927.80340451309,-84927.80340451309,-84927.80340451309,-84927.80340451309,0.0,0.0,0.0,858440.0719253845
2018-05-17,943497.4585489212,837808.0712348748,887293.1816339623,942691.31271533,944246.207390831,-81103.5433177364,-81103.5433177364,-81103.5433177364,-81103.5433177364,-81103.5433177364,-81103.5433177364,0.0,0.0,0.0,862393.9152311848
2018-05-18,943627.0417679448,843101.2731193836,894731.5526283283,942813.231548326,944382.6522571311,-74422.39899668084,-74422.39899668084,-74422.39899668084,-74422.39899668084,-74422.39899668084,-74422.39899668084,0.0,0.0,0.0,869204.642771264
2018-05-19,943756.6249869686,854889.6391844484,903550.9448057406,942935.1503813218,944515.6221004396,-65047.023543150935,-65047.023543150935,-65047.023543150935,-65047.023543150935,-65047.023543150935,-65047.023543150935,0.0,0.0,0.0,878709.6014438176
2018-05-20,943886.2082059922,865285.3193647524,914413.9401470358,943057.0692143176,944656.6453689619,-53198.64712011961,-53198.64712011961,-53198.64712011961,-53198.64712011961,-53198.64712011961,-53198.64712011961,0.0,0.0,0.0,890687.5610858726
2018-05-21,944015.791425016,876866.7573304756,930948.7007415964,943178.9880473134,944794.3598779282,-39152.18417230791,-39152.18417230791,-39152.18417230791,-39152.18417230791,-39152.18417230791,-39152.18417230791,0.0,0.0,0.0,904863.607252708
2018-05-22,944145.3746440397,896607.8192058332,946262.9809087222,943300.9068803092,944931.7219298972,-23229.94425510387,-23229.94425510387,-23229.94425510387,-23229.94425510387,-23229.94425510387,-23229.94425510387,0.0,0.0,0.0,920915.4303889358
2018-05-23,944274.9578630633,912380.0049740535,962516.2131389419,943418.4285235575,945068.3989114966,-5794.0892061028235,-5794.0892061028235,-5794.0892061028235,-5794.0892061028235,-5794.0892061028235,-5794.0892061028235,0.0,0.0,0.0,938480.8686569605
2018-05-24,944404.5410820871,932322.2172025648,982409.7328442533,943539.78790076,945207.3601709335,12761.985467506249,12761.985467506249,12761.985467506249,12761.985467506249,12761.985467506249,12761.985467506249,0.0,0.0,0.0,957166.5265495933
2018-05-25,944534.1243011106,952339.0776567721,999986.3906643651,943662.1665151344,945346.9037083855,32023.136342338687,32023.136342338687,32023.136342338687,32023.136342338687,32023.136342338687,32023.136342338687,0.0,0.0,0.0,976557.2606434493
2018-05-26,944663.7075201344,972999.6167868999,1020122.5631325045,943784.545129509,945490.5766833519,51562.590808913956,51562.590808913956,51562.590808913956,51562.590808913956,51562.590808913956,51562.590808913956,0.0,0.0,0.0,996226.2983290483
2018-05-27,944793.290739158,990252.5196938746,1040623.2092674626,943906.9237438836,945633.878132415,70952.44510799619,70952.44510799619,70952.44510799619,70952.44510799619,70952.44510799619,70952.44510799619,0.0,0.0,0.0,1015745.7358471543
2018-05-28,944922.8739581817,1008889.3865457497,1058991.4095768463,944029.0389985093,945769.9961760547,89774.27509999569,89774.27509999569,89774.27509999569,89774.27509999569,89774.27509999569,89774.27509999569,0.0,0.0,0.0,1034697.1490581774
2018-05-29,945052.4571772055,1029528.0035186921,1079050.885127206,944144.500789815,945901.9157199807,107629.58731379654,107629.58731379654,107629.58731379654,107629.58731379654,107629.58731379654,107629.58731379654,0.0,0.0,0.0,1052682.044491002
2018-05-30,945182.0403962291,1043453.2243389694,1095059.8214857283,944266.859061658,946033.0609403475,124149.83918655752,124149.83918655752,124149.83918655752,124149.83918655752,124149.83918655752,124149.83918655752,0.0,0.0,0.0,1069331.8795827867
2018-05-31,945311.6236152529,1060477.7111387525,1109457.4447447814,944389.6637562782,946169.8914731859,139005.76605030274,139005.76605030274,139005.76605030274,139005.76605030274,139005.76605030274,139005.76605030274,0.0,0.0,0.0,1084317.3896655557
2018-06-01,945441.2068342766,1072524.2137521205,1122163.5353921314,944513.1922798367,946308.8536387811,151915.76816189356,151915.76816189356,151915.76816189356,151915.76816189356,151915.76816189356,151915.76816189356,0.0,0.0,0.0,1097356.97499617
2018-06-02,945570.7900533002,1083840.3059697489,1132148.503542679,944636.7208033954,946447.8158043764,162653.13354936652,162653.13354936652,162653.13354936652,162653.13354936652,162653.13354936652,162653.13354936652,0.0,0.0,0.0,1108223.9236026667
2018-06-03,945700.3732723239,1093185.052383753,1142464.5041816903,944760.2493269538,946586.7779699715,171051.90109216457,171051.90109216457,171051.90109216457,171051.90109216457,171051.90109216457,171051.90109216457,0.0,0.0,0.0,1116752.2743644884
2018-06-04,945829.9564913475,1096754.8520261077,1147233.6890944638,944883.9859217891,946730.578352611,177011.20234271654,177011.20234271654,177011.20234271654,177011.20234271654,177011.20234271654,177011.20234271654,0.0,0.0,0.0,1122841.1588340641
2018-06-05,945959.5397103712,1101572.6633890597,1150896.5352340855,945005.9750033296,946865.2332927248,180497.95923538765,180497.95923538765,180497.95923538765,180497.95923538765,180497.95923538765,180497.95923538765,0.0,0.0,0.0,1126457.498945759
2018-06-06,946089.122929395,1100463.8561104778,1151771.4237500525,945127.6882782322,947000.7005680726,181547.857010615,181547.857010615,181547.857010615,181547.857010615,181547.857010615,181547.857010615,0.0,0.0,0.0,1127636.97994001
2018-06-07,946218.7061484186,1101722.0697683613,1150967.8126070928,945251.1549661024,947138.7132562977,180264.5562789761,180264.5562789761,180264.5562789761,180264.5562789761,180264.5562789761,180264.5562789761,0.0,0.0,0.0,1126483.2624273947
2018-06-08,946348.2893674424,1100551.572772613,1147650.3842022496,945372.9280640831,947276.4958271645,176817.1539764523,176817.1539764523,176817.1539764523,176817.1539764523,176817.1539764523,176817.1539764523,0.0,0.0,0.0,1123165.4433438946
2018-06-09,946477.872586466,1093985.1113434585,1143191.2615133831,945494.8657480616,947415.6492619198,171435.94878504754,171435.94878504754,171435.94878504754,171435.94878504754,171435.94878504754,171435.94878504754,0.0,0.0,0.0,1117913.8213715137
2018-06-10,946607.4558054897,1087029.1547882026,1135594.21678228,945616.9940367567,947553.1976542321,164406.6111776448,164406.6111776448,164406.6111776448,164406.6111776448,164406.6111776448,164406.6111776448,0.0,0.0,0.0,1111014.0669831345
2018-06-11,946737.0390245134,1080018.874751674,1128213.3414857644,945740.6680317423,947692.0850210205,156062.90038491634,156062.90038491634,156062.90038491634,156062.90038491634,156062.90038491634,156062.90038491634,0.0,0.0,0.0,1102799.9394094297
2018-06-12,946866.6222435371,1070954.5830188422,1118408.434982371,945864.2206950026,947830.9723878086,146778.10912978946,146778.10912978946,146778.10912978946,146778.10912978946,146778.10912978946,146778.10912978946,0.0,0.0,0.0,1093644.7313733266
2018-06-13,946996.2054625609,1059917.8924432069,1107642.4696005413,945988.3288290192,947969.8597545968,136955.4508840266,136955.4508840266,136955.4508840266,136955.4508840266,136955.4508840266,136955.4508840266,0.0,0.0,0.0,1083951.6563465875
2018-06-14,947125.7886815844,1051105.4374027532,1098477.3225277115,946112.6156366393,948108.3872708817,127017.63273854308,127017.63273854308,127017.63273854308,127017.63273854308,127017.63273854308,127017.63273854308,0.0,0.0,0.0,1074143.4214201274
2018-06-15,947255.3719006081,1038231.7153986586,1087586.7574284296,946233.199365493,948243.4944539996,117395.87897588803,117395.87897588803,117395.87897588803,117395.87897588803,117395.87897588803,117395.87897588803,0.0,0.0,0.0,1064651.250876496
2018-06-16,947384.9551196318,1031350.3366114006,1081129.1631321383,946354.2601721953,948377.3460254613,108518.6854730077,108518.6854730077,108518.6854730077,108518.6854730077,108518.6854730077,108518.6854730077,0.0,0.0,0.0,1055903.6405926396
2018-06-17,947514.5383386555,1023812.7790856016,1071772.4697980974,946473.4152030818,948509.7517473127,100800.59273593684,100800.59273593684,100800.59273593684,100800.59273593684,100800.59273593684,100800.59273593684,0.0,0.0,0.0,1048315.1310745924
2018-06-18,947644.1215576791,1018049.6905671584,1066190.5726668183,946592.9974774598,948651.3248387884,94631.26545144759,94631.26545144759,94631.26545144759,94631.26545144759,94631.26545144759,94631.26545144759,0.0,0.0,0.0,1042275.3870091267
2018-06-19,947773.7047767029,1012957.4691948962,1062772.1584228824,946713.935479536,948788.5146160066,90365.1589261305,90365.1589261305,90365.1589261305,90365.1589261305,90365.1589261305,90365.1589261305,0.0,0.0,0.0,1038138.8637028334
2018-06-20,947903.2879957266,1011722.8560137216,1059905.018355836,946835.614170715,948922.8328843081,88312.03786318474,88312.03786318474,88312.03786318474,88312.03786318474,88312.03786318474,88312.03786318474,0.0,0.0,0.0,1036215.3258589113
2018-06-21,948032.8712147501,1012301.9865014009,1060413.5853679816,946957.2928618938,949068.1363466791,88728.59100056396,88728.59100056396,88728.59100056396,88728.59100056396,88728.59100056396,88728.59100056396,0.0,0.0,0.0,1036761.462215314
2018-06-22,948162.454433774,1014392.8733309535,1063094.3826805563,947078.9715530728,949204.6479786799,91811.35678885615,91811.35678885615,91811.35678885615,91811.35678885615,91811.35678885615,91811.35678885615,0.0,0.0,0.0,1039973.8112226301
2018-06-23,948292.0376527975,1021448.7162950477,1070560.215019941,947200.6502442516,949340.610487065,97691.141282215,97691.141282215,97691.141282215,97691.141282215,97691.141282215,97691.141282215,0.0,0.0,0.0,1045983.1789350125
2018-06-24,948421.6208718213,1029838.5361607186,1080702.5226466558,947322.3289354305,949475.9494781767,106429.07067201295,106429.07067201295,106429.07067201295,106429.07067201295,106429.07067201295,106429.07067201295,0.0,0.0,0.0,1054850.6915438343
2018-06-25,948551.204090845,1040913.6107890881,1089824.1869859574,947444.0076266094,949611.2884692886,118014.37844932177,118014.37844932177,118014.37844932177,118014.37844932177,118014.37844932177,118014.37844932177,0.0,0.0,0.0,1066565.5825401668
2018-06-26,948680.7873098686,1058179.550306603,1104988.874319591,947565.6870964325,949746.6274604003,132363.98218469307,132363.98218469307,132363.98218469307,132363.98218469307,132363.98218469307,132363.98218469307,0.0,0.0,0.0,1081044.7694945617
2018-06-27,948810.3705288924,1075213.7860767536,1122303.8544232443,947688.0571859166,949881.9664515121,149323.85857357027,149323.85857357027,149323.85857357027,149323.85857357027,149323.85857357027,149323.85857357027,0.0,0.0,0.0,1098134.2291024625
2018-06-28,948939.953747916,1094422.501225973,1144541.2713258036,947807.4842213058,950017.3054426239,168672.1789529303,168672.1789529303,168672.1789529303,168672.1789529303,168672.1789529303,168672.1789529303,0.0,0.0,0.0,1117612.1327008463
2018-06-29,949069.5369669398,1116267.090363294,1164264.7181183877,947925.0790030084,950152.6444337356,190124.12220272707,190124.12220272707,190124.12220272707,190124.12220272707,190124.12220272707,190124.12220272707,0.0,0.0,0.0,1139193.659169667
2018-06-30,949199.1201859633,1137843.226145941,1187928.097092952,948045.4526271442,950287.9834248472,213338.23900226492,213338.23900226492,213338.23900226492,213338.23900226492,213338.23900226492,213338.23900226492,0.0,0.0,0.0,1162537.3591882284
2018-07-01,949328.7034049871,1161886.6405804695,1213082.7213348683,948161.8507941121,950423.3224159591,237924.20197309373,237924.20197309373,237924.20197309373,237924.20197309373,237924.20197309373,237924.20197309373,0.0,0.0,0.0,1187252.905378081
2018-07-02,949458.2866240108,1187445.4601619088,1239194.6055672418,948278.3368300949,950560.4586253039,263451.74133613706,263451.74133613706,263451.74133613706,263451.74133613706,263451.74133613706,263451.74133613706,0.0,0.0,0.0,1212910.0279601477
2018-07-03,949587.8698430344,1215008.833889235,1263723.9567364787,948394.9125547705,950698.0922996417,289460.53626418795,289460.53626418795,289460.53626418795,289460.53626418795,289460.53626418795,289460.53626418795,0.0,0.0,0.0,1239048.4061072224
2018-07-04,949717.4530620581,1240731.6591653582,1289964.7939787037,948511.8934644933,950835.7259739795,315470.8088852687,315470.8088852687,315470.8088852687,315470.8088852687,315470.8088852687,315470.8088852687,0.0,0.0,0.0,1265188.2619473268
2018-07-05,949847.0362810818,1266513.2907765342,1316484.6039547934,948630.5873481733,950973.3596483171,340994.35147046414,340994.35147046414,340994.35147046414,340994.35147046414,340994.35147046414,340994.35147046414,0.0,0.0,0.0,1290841.387751546
2018-07-06,949976.6195001055,1291078.3908323734,1339182.679345839,948752.018696868,951111.0935403694,365545.7081302753,365545.7081302753,365545.7081302753,365545.7081302753,365545.7081302753,365545.7081302753,0.0,0.0,0.0,1315522.3276303809
2018-07-07,950106.202719129,1313591.935541061,1362973.3528549871,948876.2283560898,951251.618307907,388653.23054316506,388653.23054316506,388653.23054316506,388653.23054316506,388653.23054316506,388653.23054316506,0.0,0.0,0.0,1338759.4332622942
2018-07-08,950235.7859381529,1334328.144494217,1384474.9039809743,948995.2919208943,951392.143075445,409869.7328522578,409869.7328522578,409869.7328522578,409869.7328522578,409869.7328522578,409869.7328522578,0.0,0.0,0.0,1360105.5187904108
2018-07-09,950365.3691571765,1353472.65144567,1404573.7245464427,949116.4276033345,951530.936791614,428782.48368106777,428782.48368106777,428782.48368106777,428782.48368106777,428782.48368106777,428782.48368106777,0.0,0.0,0.0,1379147.8528382443
2018-07-10,950494.9523762004,1372001.1212260826,1419181.4986056602,949236.3223264476,951674.5729821612,445022.2928413328,445022.2928413328,445022.2928413328,445022.2928413328,445022.2928413328,445022.2928413328,0.0,0.0,0.0,1395517.245217533
2018-07-11,950624.5355952239,1385332.8982682426,1432348.4350101063,949355.2254133186,951816.1905750812,458271.4761538045,458271.4761538045,458271.4761538045,458271.4761538045,458271.4761538045,458271.4761538045,0.0,0.0,0.0,1408896.0117490285
2018-07-12,950754.1188142478,1395438.3003863818,1444998.1099899048,949477.2088110183,951956.6369054898,468270.5131183668,468270.5131183668,468270.5131183668,468270.5131183668,468270.5131183668,468270.5131183668,0.0,0.0,0.0,1419024.6319326146
2018-07-13,950883.7020332713,1399752.0634204696,1449322.096045572,949598.2444405359,952097.4819737284,474823.24806725787,474823.24806725787,474823.24806725787,474823.24806725787,474823.24806725787,474823.24806725787,0.0,0.0,0.0,1425706.9501005292
2018-07-14,951013.285252295,1406040.2045038447,1453649.1147874855,949721.5432261267,952238.5183672827,477800.5248973745,477800.5248973745,477800.5248973745,477800.5248973745,477800.5248973745,477800.5248973745,0.0,0.0,0.0,1428813.8101496694
2018-07-15,951142.8684713187,1403254.0547822083,1451517.7969073574,949844.8420117174,952375.6373510875,477142.1873999451,477142.1873999451,477142.1873999451,477142.1873999451,477142.1873999451,477142.1873999451,0.0,0.0,0.0,1428285.0558712638
2018-07-16,951272.4516903424,1398303.2558803249,1448615.0449429133,949968.1407973083,952511.5624158347,472857.42043025425,472857.42043025425,472857.42043025425,472857.42043025425,472857.42043025425,472857.42043025425,0.0,0.0,0.0,1424129.8721205967
2018-07-17,951402.034909366,1391031.2218448187,1440240.114260131,950088.6006276959,952647.4066755223,465023.4504966694,465023.4504966694,465023.4504966694,465023.4504966694,465023.4504966694,465023.4504966694,0.0,0.0,0.0,1416425.4854060356
2018-07-18,951531.6181283897,1379932.3154890193,1432098.344877229,950205.5042449201,952782.9266855301,453782.66661873343,453782.66661873343,453782.66661873343,453782.66661873343,453782.66661873343,453782.66661873343,0.0,0.0,0.0,1405314.2847471233
2018-07-19,951661.2013474135,1365736.5039188205,1416085.0795860253,950325.9227813887,952921.4954630441,439338.26236852125,439338.26236852125,439338.26236852125,439338.26236852125,439338.26236852125,439338.26236852125,0.0,0.0,0.0,1390999.4637159347
2018-07-20,951790.784566437,1349153.0252385633,1400149.318555405,950447.9595777829,953058.8813125064,421948.5368025061,421948.5368025061,421948.5368025061,421948.5368025061,421948.5368025061,421948.5368025061,0.0,0.0,0.0,1373739.321368943
2018-07-21,951920.3677854609,1325930.7923470552,1378256.7381523822,950569.2561494847,953196.267161969,401920.024545642,401920.024545642,401920.024545642,401920.024545642,401920.024545642,401920.024545642,0.0,0.0,0.0,1353840.3923311029
2018-07-22,952049.9510044844,1305966.442446757,1356069.8576545196,950691.3743202959,953333.6530114313,379599.65276780794,379599.65276780794,379599.65276780794,379599.65276780794,379599.65276780794,379599.65276780794,0.0,0.0,0.0,1331649.6037722924
2018-07-23,952179.5342235082,1282501.2506296483,1332930.7820712058,950813.7687379925,953473.0792239874,355366.1445112473,355366.1445112473,355366.1445112473,355366.1445112473,355366.1445112473,355366.1445112473,0.0,0.0,0.0,1307545.6787347556
2018-07-24,952309.1174425319,1257464.42790059,1307503.0439719388,950930.2211460848,953617.5394848147,329620.90325858974,329620.90325858974,329620.90325858974,329620.90325858974,329620.90325858974,329620.90325858974,0.0,0.0,0.0,1281930.0207011215
2018-07-25,952438.7006615555,1229126.3415431038,1278988.9536029857,951045.7565656964,953763.2154263653,302778.6224459396,302778.6224459396,302778.6224459396,302778.6224459396,302778.6224459396,302778.6224459396,0.0,0.0,0.0,1255217.323107495
2018-07-26,952568.2838805793,1203828.7551610311,1253284.7017811039,951168.0529936379,953909.1158927161,275257.8656683138,275257.8656683138,275257.8656683138,275257.8656683138,275257.8656683138,275257.8656683138,0.0,0.0,0.0,1227826.149548893
2018-07-27,952697.8670996028,1175934.2404347856,1223581.9771076282,951290.9544750387,954041.3099522651,247471.85864146048,247471.85864146048,247471.85864146048,247471.85864146048,247471.85864146048,247471.85864146048,0.0,0.0,0.0,1200169.7257410632
2018-07-28,952827.4503186267,1148782.2657807267,1196930.247348179,951413.8559564395,954171.4294659228,219819.722801891,219819.722801891,219819.722801891,219819.722801891,219819.722801891,219819.722801891,0.0,0.0,0.0,1172647.1731205177
2018-07-29,952957.0335376502,1120530.2044164534,1169768.4854886169,951535.5830388461,954300.6978522956,192678.36316258583,192678.36316258583,192678.36316258583,192678.36316258583,192678.36316258583,192678.36316258583,0.0,0.0,0.0,1145635.396700236
2018-07-30,953086.616756674,1095859.2820508184,1144333.4573674167,951655.342193682,954439.8607021053,166395.20026888247,166395.20026888247,166395.20026888247,166395.20026888247,166395.20026888247,166395.20026888247,0.0,0.0,0.0,1119481.8170255565
2018-07-31,953216.1999756977,1068600.6676134754,1117356.0675434784,951775.1013485177,954582.7925972365,141281.9085392553,141281.9085392553,141281.9085392553,141281.9085392553,141281.9085392553,141281.9085392553,0.0,0.0,0.0,1094498.108514953
2018-08-01,953345.7831947213,1046738.2089445591,1097394.8197765953,951894.8605033534,954726.3934239208,117609.29179402451,117609.29179402451,117609.29179402451,117609.29179402451,117609.29179402451,117609.29179402451,0.0,0.0,0.0,1070955.0749887459
2018-08-02,953475.366413745,1023920.2389535182,1074346.0777410555,952014.6196581891,954869.9942506049,95603.39230703856,95603.39230703856,95603.39230703856,95603.39230703856,95603.39230703856,95603.39230703856,0.0,0.0,0.0,1049078.7587207835
2018-08-03,953604.9496327688,1006585.5977921993,1053063.6676221879,952134.3788130247,955013.5950772892,75442.89330094751,75442.89330094751,75442.89330094751,75442.89330094751,75442.89330094751,75442.89330094751,0.0,0.0,0.0,1029047.8429337163
2018-08-04,953734.5328517924,987085.8329397773,1035752.4687459711,952254.1379678606,955157.1959039732,57257.83749861797,57257.83749861797,57257.83749861797,57257.83749861797,57257.83749861797,57257.83749861797,0.0,0.0,0.0,1010992.3703504103
2018-08-05,953864.1160708162,968574.1100635225,1021663.2549683572,952371.5410249751,955300.5765723039,41129.647231496216,41129.647231496216,41129.647231496216,41129.647231496216,41129.647231496216,41129.647231496216,0.0,0.0,0.0,994993.7633023123
2018-08-06,953993.6992898398,955865.8009210873,1004347.953605262,952491.472815916,955443.2493980443,27092.395736653005,27092.395736653005,27092.395736653005,27092.395736653005,27092.395736653005,27092.395736653005,0.0,0.0,0.0,981086.0950264928
2018-08-07,954123.2825088634,944567.6762121484,993291.00828799,952610.5615988415,955585.9222237845,15135.245657758505,15135.245657758505,15135.245657758505,15135.245657758505,15135.245657758505,15135.245657758505,0.0,0.0,0.0,969258.5281666219
2018-08-08,954252.8657278871,935143.4285023022,984850.7036764681,952729.6557896358,955728.5950495249,5205.9403300895065,5205.9403300895065,5205.9403300895065,5205.9403300895065,5205.9403300895065,5205.9403300895065,0.0,0.0,0.0,959458.8060579767
2018-08-09,954382.4489469108,928102.0309638348,976760.6074400282,952849.2756291952,955871.2678752651,-2784.793004716005,-2784.793004716005,-2784.793004716005,-2784.793004716005,-2784.793004716005,-2784.793004716005,0.0,0.0,0.0,951597.6559421947
2018-08-10,954512.0321659346,921321.8533767575,969916.4301792907,952969.0671907575,956007.0994468401,-8958.090652871117,-8958.090652871117,-8958.090652871117,-8958.090652871117,-8958.090652871117,-8958.090652871117,0.0,0.0,0.0,945553.9415130635
2018-08-11,954641.6153849582,917935.0739133342,964228.8707366028,953089.261680112,956141.8273751782,-13461.229686129198,-13461.229686129198,-13461.229686129198,-13461.229686129198,-13461.229686129198,-13461.229686129198,0.0,0.0,0.0,941180.3856988291
2018-08-12,954771.1986039819,913652.6409019803,964900.6191876197,953209.4561694665,956276.6922470204,-16461.524894582853,-16461.524894582853,-16461.524894582853,-16461.524894582853,-16461.524894582853,-16461.524894582853,0.0,0.0,0.0,938309.6737093991
2018-08-13,954900.7818230056,911244.8279156918,961209.3242561056,953328.7711309076,956418.6639315698,-18140.04047360058,-18140.04047360058,-18140.04047360058,-18140.04047360058,-18140.04047360058,-18140.04047360058,0.0,0.0,0.0,936760.741349405
2018-08-14,955030.3650420293,910970.8694920427,959784.7612949802,953444.5089343587,956560.7723643469,-18685.31059337395,-18685.31059337395,-18685.31059337395,-18685.31059337395,-18685.31059337395,-18685.31059337395,0.0,0.0,0.0,936345.0544486553
2018-08-15,955159.9482610531,914590.2614060942,961869.1078903622,953567.5406853753,956703.0103161143,-18287.256397265402,-18287.256397265402,-18287.256397265402,-18287.256397265402,-18287.256397265402,-18287.256397265402,0.0,0.0,0.0,936872.6918637877
2018-08-16,955289.5314800766,912172.3603957574,962233.8767201472,953686.6145061087,956845.462779944,-17131.474924963404,-17131.474924963404,-17131.474924963404,-17131.474924963404,-17131.474924963404,-17131.474924963404,0.0,0.0,0.0,938158.0565551132
2018-08-17,955419.1146991003,914477.7752451948,965553.7144592883,953796.111576078,956987.9152437738,-15394.05841707715,-15394.05841707715,-15394.05841707715,-15394.05841707715,-15394.05841707715,-15394.05841707715,0.0,0.0,0.0,940025.0562820231
2018-08-18,955548.697918124,915833.4844204223,964601.8183752213,953899.7523960074,957130.3066685307,-13237.081031042235,-13237.081031042235,-13237.081031042235,-13237.081031042235,-13237.081031042235,-13237.081031042235,0.0,0.0,0.0,942311.6168870818
2018-08-19,955678.2811371477,918904.1655106081,969948.5886138949,954017.7118135421,957270.1172953352,-10804.864904847685,-10804.864904847685,-10804.864904847685,-10804.864904847685,-10804.864904847685,-10804.864904847685,0.0,0.0,0.0,944873.4162323
2018-08-20,955807.8643561713,921165.7527931401,972256.2928187243,954137.7166601289,957409.2903912248,-8221.109571494262,-8221.109571494262,-8221.109571494262,-8221.109571494262,-8221.109571494262,-8221.109571494262,0.0,0.0,0.0,947586.7547846771
2018-08-21,955937.4475751951,924612.7241460608,975850.9910995974,954257.3724993858,957548.4634871145,-5586.938847664052,-5586.938847664052,-5586.938847664052,-5586.938847664052,-5586.938847664052,-5586.938847664052,0.0,0.0,0.0,950350.5087275311
2018-08-22,956067.0307942188,928797.6642735566,976968.220920363,954370.9706222349,957687.6365830044,-2979.888440456269,-2979.888440456269,-2979.888440456269,-2979.888440456269,-2979.888440456269,-2979.888440456269,0.0,0.0,0.0,953087.1423537625
2018-08-23,956196.6140132425,931087.8341306739,979768.7748716603,954484.568745084,957826.1226574446,-453.8265965033074,-453.8265965033074,-453.8265965033074,-453.8265965033074,-453.8265965033074,-453.8265965033074,0.0,0.0,0.0,955742.7874167393
2018-08-24,956326.1972322662,934148.3503208999,983785.3627946154,954598.166867933,957964.1220061594,1960.2298911678345,1960.2298911678345,1960.2298911678345,1960.2298911678345,1960.2298911678345,1960.2298911678345,0.0,0.0,0.0,958286.427123434
2018-08-25,956455.7804512897,934982.1196685917,983855.2828616312,954713.4080996271,958097.41737512,4252.470190510752,4252.470190510752,4252.470190510752,4252.470190510752,4252.470190510752,4252.470190510752,0.0,0.0,0.0,960708.2506418005
2018-08-26,956585.3636703135,940007.9615017042,988862.9736638751,954832.7712507554,958241.7108317753,6431.9058475846305,6431.9058475846305,6431.9058475846305,6431.9058475846305,6431.9058475846305,6431.9058475846305,0.0,0.0,0.0,963017.2695178981
2018-08-27,956714.9468893372,941489.7654860077,989974.782114575,954951.9710053006,958381.5026627707,8523.362614714215,8523.362614714215,8523.362614714215,8523.362614714215,8523.362614714215,8523.362614714215,0.0,0.0,0.0,965238.3095040513
2018-08-28,956844.5301083608,941640.2013109176,993229.6771252296,955064.103984383,958521.294493766,10563.979241524508,10563.979241524508,10563.979241524508,10563.979241524508,10563.979241524508,10563.979241524508,0.0,0.0,0.0,967408.5093498853
2018-08-29,956974.1133273846,945251.545723144,995245.28859832,955180.6432840228,958665.8170349499,12599.35826912657,12599.35826912657,12599.35826912657,12599.35826912657,12599.35826912657,12599.35826912657,0.0,0.0,0.0,969573.4715965112
2018-08-30,957103.6965464082,947361.2383551389,997339.6955599479,955301.1777187278,958816.1791186505,14679.522432176087,14679.522432176087,14679.522432176087,14679.522432176087,14679.522432176087,14679.522432176087,0.0,0.0,0.0,971783.2189785843
2018-08-31,957233.279765432,949658.4889650843,998808.5571989163,955422.4724500843,958966.0656616109,16854.833709098097,16854.833709098097,16854.833709098097,16854.833709098097,16854.833709098097,16854.833709098097,0.0,0.0,0.0,974088.11347453
2018-09-01,957362.8629844557,951075.8700472414,1001092.1843371245,955543.0068281846,959115.8090102059,19172.03032318363,19172.03032318363,19172.03032318363,19172.03032318363,19172.03032318363,19172.03032318363,0.0,0.0,0.0,976534.8933076393
2018-09-02,957492.4462034793,955158.9765457272,1004369.0276949856,955661.3824444698,959265.5070431841,21670.530200362904,21670.530200362904,21670.530200362904,21670.530200362904,21670.530200362904,21670.530200362904,0.0,0.0,0.0,979162.9764038422
2018-09-03,957622.0294225031,957625.346060059,1005954.0753360338,955783.7232087957,959404.0122333369,24379.13780764173,24379.13780764173,24379.13780764173,24379.13780764173,24379.13780764173,24379.13780764173,0.0,0.0,0.0,982001.1672301448
2018-09-04,957751.6126415267,961022.8644166138,1009223.1009889519,955901.4066142861,959541.8891333239,27313.275344781443,27313.275344781443,27313.275344781443,27313.275344781443,27313.275344781443,27313.275344781443,0.0,0.0,0.0,985064.8879863082
2018-09-05,957881.1958605503,964629.099699827,1011611.0271202759,956015.6668297274,959679.5642714397,30472.839491195155,30472.839491195155,30472.839491195155,30472.839491195155,30472.839491195155,30472.839491195155,0.0,0.0,0.0,988354.0353517454
2018-09-06,958010.779079574,968319.537708279,1017929.9488044416,956129.9270451688,959817.1415781702,33840.7619885638,33840.7619885638,33840.7619885638,33840.7619885638,33840.7619885638,33840.7619885638,0.0,0.0,0.0,991851.5410681379
2018-09-07,958140.3622985977,969823.5760645377,1020250.4623420391,956244.18726061,959962.2100026384,37382.32701953023,37382.32701953023,37382.32701953023,37382.32701953023,37382.32701953023,37382.32701953023,0.0,0.0,0.0,995522.6893181279
2018-09-08,958269.9455176215,974374.2781537393,1023738.1379060562,956358.7270851649,960110.2038714613,41045.27145893429,41045.27145893429,41045.27145893429,41045.27145893429,41045.27145893429,41045.27145893429,0.0,0.0,0.0,999315.2169765558
2018-09-09,958399.5287366451,980539.3587691219,1027485.104885541,956473.7825542305,960250.0852412463,44760.666491582364,44760.666491582364,44760.666491582364,44760.666491582364,44760.666491582364,44760.666491582364,0.0,0.0,0.0,1003160.1952282275
